Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43144.54167,20.76,23.03,33.43,1510.04
43144.58333,20.88,23.11,33.61,1510.45
43144.625,21.37,22.9,33.69,1511.61
43144.66667,21.61,22.92,33.88,1512.28
43144.70833,21.93,22.67,33.78,1512.89
43144.75,21.72,22.71,33.69,1512.37
43144.79167,20.93,22.66,33.06,1510.11
43144.83333,21.17,22.53,33.05,1510.62
43144.875,21.29,21.93,32.33,1510.28
43144.91667,21.02,22.07,32.34,1509.69
43144.95833,20.79,22.46,32.7,1509.48
43145,20.49,22.83,32.97,1509.06
43145.04167,20.38,23.03,33.16,1508.96
43145.08333,20.41,23.09,33.25,1509.1
43145.125,20.02,22.95,32.8,1507.85
43145.16667,19.61,22.77,32.28,1506.45
43145.20833,18.87,22.5,31.44,1503.98
43145.25,18.84,22.59,31.52,1503.99
43145.29167,18.22,22.61,31.12,1502.14
43145.33333,18.07,22.62,31.04,1501.71
43145.375,19.2,22.52,31.68,1504.97
43145.41667,18.99,22.05,30.93,1503.81
43145.45833,19.4,21.7,30.76,1504.63
43145.5,19.85,21.84,31.25,1506.09
43145.54167,20.08,21.98,31.58,1506.92
43145.58333,20.11,21.9,31.49,1506.91
43145.625,20.32,21.92,31.66,1507.53
43145.66667,21.14,21.87,32.16,1509.8
43145.70833,21.81,21.72,32.41,1511.5
43145.75,21.87,21.5,32.14,1511.41
43145.79167,21.64,21.23,31.63,1510.47
43145.83333,21.43,21.09,31.3,1509.74
43145.875,21.02,20.86,30.73,1508.34
43145.91667,20.96,20.77,30.57,1508.07
43145.95833,20.7,20.19,29.63,1506.67
43146,20.79,20.27,29.78,1507
43146.04167,20.9,20.38,30.02,1507.47
43146.08333,20.9,20.62,30.33,1507.73
43146.125,20.88,20.57,30.25,1507.6
43146.16667,20.76,20,29.4,1506.61
43146.20833,20.26,19.36,28.25,1504.46
43146.25,20.14,18.79,27.43,1503.48
43146.29167,19.96,18.38,26.77,1502.49
43146.33333,19.64,18,26.09,1501.11
43146.375,20.05,18.01,26.33,1502.33
43146.41667,20.46,18.35,27.02,1503.91
43146.45833,20.76,18.41,27.28,1504.83
43146.5,21.02,20.1,29.7,1507.48
43146.54167,21.23,20.28,30.09,1508.27
43146.58333,21.23,21,31.05,1509.07
43146.625,21.31,21.21,31.38,1509.55
43146.66667,21.43,21.27,31.55,1509.95
43146.70833,22.25,21.24,32.05,1512.17
43146.75,22.63,20.93,31.87,1512.85
43146.79167,22.4,20.55,31.2,1511.8
43146.83333,22.28,20.19,30.62,1511.08
43146.875,22.42,19.89,30.3,1511.14
43146.91667,21.93,20.06,30.23,1509.98
43146.95833,21.69,20.06,30.08,1509.32
43147,21.72,20.1,30.16,1509.45
43147.04167,21.31,18.98,28.37,1507.05
43147.08333,21.4,18.58,27.88,1506.85
43147.125,21.34,18.86,28.23,1507
43147.16667,21.31,18.92,28.3,1506.99
43147.20833,21.14,18.39,27.47,1505.9
43147.25,21.17,18.09,27.08,1505.64
43147.29167,21.17,17.95,26.88,1505.48
43147.33333,21.02,17.92,26.76,1505.02
43147.375,21.05,17.86,26.69,1505.04
43147.41667,21.34,18.01,27.07,1506.05
43147.45833,21.37,18.1,27.2,1506.23
43147.5,21.29,18.23,27.34,1506.13
43147.54167,21.43,18.56,27.88,1506.91
43147.58333,21.46,19.07,28.58,1507.56
43147.625,21.75,19.53,29.38,1508.89
43147.66667,22.05,19.67,29.76,1509.86
43147.70833,22.19,19.66,29.84,1510.25
43147.75,22.37,19.3,29.45,1510.33
43147.79167,22.19,18.84,28.71,1509.34
43147.83333,22.1,18.52,28.21,1508.74
43147.875,22.51,18.3,28.14,1509.61
43147.91667,21.93,18.15,27.6,1507.84
43147.95833,21.67,18.21,27.53,1507.18
43148,21.72,18.29,27.67,1507.42
43148.04167,21.64,18.57,28.01,1507.5
43148.08333,21.58,18.96,28.51,1507.77
43148.125,21.58,19.23,28.87,1508.06
43148.16667,21.58,19.5,29.24,1508.37
43148.20833,21.26,19.54,29.1,1507.51
43148.25,21.11,19.33,28.73,1506.87
43148.29167,21.17,19.2,28.59,1506.88
43148.33333,21.05,19.04,28.3,1506.38
43148.375,21.14,18.9,28.16,1506.46
43148.41667,21.4,18.78,28.16,1507.07
43148.45833,21.49,18.59,27.95,1507.11
43148.5,21.75,18.57,28.08,1507.83
43148.54167,22.1,18.73,28.5,1508.97
43148.58333,22.22,18.57,28.35,1509.12
43148.625,22.13,18.66,28.43,1508.98
43148.66667,21.99,18.83,28.57,1508.76
43148.70833,22.54,18.74,28.78,1510.19
43148.75,22.8,18.68,28.85,1510.83
43148.79167,22.6,18.51,28.49,1510.09
43148.83333,22.45,18.37,28.21,1509.54
43148.875,22.42,18.23,28,1509.3
43148.91667,22.75,18.05,27.92,1509.97
43148.95833,22.25,17.92,27.46,1508.47
43149,22.02,17.97,27.39,1507.88
43149.04167,21.96,18.14,27.6,1507.91
43149.08333,21.72,18.29,27.67,1507.42
43149.125,21.61,18.49,27.87,1507.32
43149.16667,21.61,18.74,28.22,1507.6
43149.20833,21.61,19.43,29.16,1508.37
43149.25,21.2,19.29,28.73,1507.07
43149.29167,21.08,19.08,28.37,1506.5
43149.33333,20.96,18.82,27.95,1505.88
43149.375,21.08,18.62,27.75,1505.98
43149.41667,21.84,18.49,28.01,1507.97
43149.45833,21.9,18.26,27.73,1507.88
43149.5,22.28,18.05,27.66,1508.7
43149.54167,22.31,18.04,27.66,1508.76
43149.58333,23.18,18.31,28.55,1511.45
43149.625,24.41,17.71,28.39,1514.02
43149.66667,24.03,16.75,26.77,1511.98
43149.70833,23.56,16.24,25.79,1510.18
43149.75,24.06,16.35,26.21,1511.62
43149.79167,24.26,16.36,26.33,1512.16
43149.83333,23.77,16.29,25.97,1510.78
43149.875,23.27,16.27,25.67,1509.43
43149.91667,23.27,16.18,25.56,1509.34
43149.95833,23.91,16.07,25.72,1510.93
43150,23.59,14.66,23.5,1508.52
43150.04167,22.25,16.24,25.11,1506.61
43150.08333,22.6,16.56,25.74,1507.93
43150.125,22.54,16.8,26.05,1508.03
43150.16667,22.48,16.99,26.29,1508.09
43150.20833,22.42,17.24,26.61,1508.2
43150.25,22.28,17.48,26.86,1508.07
43150.29167,22.13,17.5,26.8,1507.68
43150.33333,21.78,17.28,26.3,1506.46
43150.375,21.67,16.93,25.76,1505.74
43150.41667,22.16,16.61,25.57,1506.77
43150.45833,22.6,16.73,25.98,1508.12
43150.5,22.77,16.75,26.1,1508.62
43150.54167,22.95,17.08,26.66,1509.45
43150.58333,23.15,17.54,27.44,1510.52
43150.625,23.3,18.01,28.19,1511.43
43150.66667,23.62,18.43,28.98,1512.75
43150.70833,23.53,18.79,29.43,1512.9
43150.75,23.44,18.98,29.66,1512.89
43150.79167,23.94,19.26,30.35,1514.5
43150.83333,23.91,19.38,30.52,1514.56
43150.875,23.65,19.33,30.28,1513.81
43150.91667,23.5,19.18,29.97,1513.25
43150.95833,23.79,18.99,29.89,1513.82
43151,23.5,18.9,29.58,1512.96
43151.04167,23.44,18.82,29.43,1512.71
43151.08333,23.18,18.88,29.36,1512.08
43151.125,22.89,18.96,29.29,1511.38
43151.16667,22.75,19.18,29.52,1511.23
43151.20833,22.77,19.45,29.9,1511.6
43151.25,22.77,19.73,30.29,1511.91
43151.29167,22.54,19.95,30.46,1511.53
43151.33333,22.4,20.02,30.46,1511.21
43151.375,22.34,19.93,30.3,1510.95
43151.41667,22.66,19.78,30.3,1511.66
43151.45833,23.01,19.56,30.21,1512.36
43151.5,23.15,19.55,30.29,1512.74
43151.54167,23.71,19.65,30.76,1514.31
43151.58333,23.79,19.84,31.09,1514.75
43151.625,23.88,20.09,31.51,1515.26
43151.66667,23.77,20.39,31.85,1515.27
43151.70833,23.79,20.8,32.46,1515.81
43151.75,23.82,21.11,32.91,1516.22
43151.79167,24.06,21.45,33.55,1517.2
43151.83333,24.55,21.54,34.01,1518.57
43151.875,24.38,21.62,34.01,1518.21
43151.91667,24.09,21.63,33.83,1517.47
43151.95833,24.03,21.53,33.64,1517.21
43152,23.88,21.4,33.36,1516.69
43152.04167,24.14,21.34,33.45,1517.3
43152.08333,23.82,21.3,33.18,1516.43
43152.125,23.74,21.34,33.18,1516.25
43152.16667,23.47,21.47,33.19,1515.7
43152.20833,23.33,21.61,33.28,1515.47
43152.25,23.33,21.81,33.56,1515.69
43152.29167,23.36,22,33.84,1515.97
43152.33333,23.24,22.12,33.94,1515.8
43152.375,23.24,22.19,34.03,1515.88
43152.41667,23.5,22.13,34.12,1516.5
43152.45833,23.88,22.07,34.31,1517.43
43152.5,23.91,21.92,34.12,1517.34
43152.54167,24.17,22,34.4,1518.09
43152.58333,24.46,22.06,34.69,1518.91
43152.625,24.73,22.06,34.88,1519.58
43152.66667,24.87,22.13,35.08,1520.02
43152.70833,25.13,22.07,35.18,1520.62
43152.75,25.05,22.11,35.18,1520.44
43152.79167,24.93,22.24,35.28,1520.29
43152.83333,25.13,22.21,35.38,1520.77
43152.875,25.13,22.14,35.28,1520.69
43152.91667,24.84,22.36,35.38,1520.19
43152.95833,24.7,22.5,35.49,1519.98
43153,24.75,22.4,35.38,1520.02
43153.04167,24.38,22.45,35.19,1519.11
43153.08333,24.58,22.35,35.18,1519.52
43153.125,24.43,22.35,35.09,1519.15
43153.16667,24.26,22.44,35.09,1518.8
43153.20833,24.23,22.31,34.89,1518.59
43153.25,24.11,22.44,34.99,1518.43
43153.29167,23.97,22.52,34.99,1518.14
43153.33333,23.91,22.55,35,1518.02
43153.375,23.33,22.85,35.01,1516.83
43153.41667,23.24,22.97,35.11,1516.73
43153.45833,24.03,22.63,35.19,1518.41
43153.54167,24.81,24.01,37.71,1521.91
43153.58333,24.96,23.54,37.16,1521.77
43153.625,25.19,23.73,37.6,1522.55
43153.66667,25.54,24.03,38.29,1523.74
43153.70833,25.69,24.03,38.4,1524.1
43153.75,25.66,23.64,37.81,1523.61
43153.79167,25.37,23.56,37.48,1522.8
43153.83333,25.37,23.95,38.04,1523.22
43153.875,25.39,23.54,37.48,1522.86
43153.91667,24.96,23.32,36.84,1521.53
43153.95833,24.61,23.42,36.74,1520.77
43154,24.26,23.16,36.11,1519.59
43154.04167,23.85,23.08,35.7,1518.45
43154.08333,23.53,23.47,36.02,1518.05
43154.125,24.26,23.31,36.32,1519.75
43154.16667,24.32,23.28,36.32,1519.87
43154.20833,24.23,23.4,36.42,1519.78
43154.25,24,23.83,36.85,1519.65
43154.29167,23.88,24.05,37.07,1519.59
43154.33333,23.74,24.36,37.4,1519.56
43154.375,23.65,24.49,37.51,1519.47
43154.41667,23.71,24.38,37.4,1519.5
43154.45833,23.82,24.08,37.07,1519.47
43154.5,24.11,23.46,36.43,1519.55
43154.54167,24.58,23.44,36.74,1520.71
43154.58333,24.93,23.56,37.16,1521.72
43154.625,25.16,23.51,37.27,1522.25
43154.66667,25.34,23.5,37.37,1522.67
43154.70833,25.57,23.45,37.48,1523.19
43154.75,25.8,23.56,37.81,1523.88
43154.79167,25.34,23.42,37.27,1522.58
43154.83333,25.05,23.35,36.94,1521.78
43154.875,25.28,23.38,37.16,1522.39
43154.91667,25.25,23.09,36.73,1522.01
43154.95833,24.96,23.02,36.41,1521.2
43155,24.73,22.99,36.21,1520.59
43155.04167,24.52,22.8,35.79,1519.87
43155.08333,24.03,22.7,35.29,1518.49
43155.125,24.09,22.39,34.89,1518.3
43155.16667,23.71,23.23,35.81,1518.24
43155.20833,24.2,23.04,35.9,1519.31
43155.25,24.14,22.78,35.49,1518.88
43155.29167,24.09,22.96,35.7,1518.92
43155.33333,23.94,23.33,36.11,1518.95
43155.375,23.88,23.44,36.22,1518.92
43155.41667,23.82,23.77,36.64,1519.13
43155.45833,24.11,23.54,36.53,1519.63
43155.5,24.43,23.37,36.53,1520.26
43155.54167,24.78,23.04,36.31,1520.78
43155.58333,25.13,22.93,36.41,1521.54
43155.625,25.48,22.82,36.51,1522.3
43155.66667,25.77,22.9,36.83,1523.1
43155.70833,25.8,22.81,36.72,1523.07
43155.75,25.77,22.82,36.72,1523.02
43155.79167,25.25,23.02,36.62,1521.93
43155.83333,25.07,23.11,36.62,1521.59
43155.875,24.99,23.08,36.52,1521.34
43155.91667,24.9,23.12,36.52,1521.17
43155.95833,24.84,23.53,37.06,1521.47
43156,24.75,23.58,37.06,1521.3
43156.04167,24.9,22.61,35.79,1520.62
43156.08333,24.67,23.17,36.42,1520.64
43156.125,24.49,23.11,36.21,1520.13
43156.16667,24.29,22.78,35.59,1519.25
43156.20833,24.14,23.07,35.9,1519.2
43156.25,24.29,23.37,36.42,1519.89
43156.29167,24.35,23.04,36,1519.68
43156.33333,24.17,23.43,36.43,1519.66
43156.375,24.26,23.76,36.96,1520.25
43156.41667,24.38,23.7,36.95,1520.48
43156.45833,24.41,23.61,36.85,1520.45
43156.5,24.73,23.44,36.84,1521.08
43156.54167,25.13,23.38,37.05,1522.03
43156.58333,25.6,24.64,39.21,1524.54
43156.625,25.83,24.43,39.09,1524.89
43156.66667,26.01,24.18,38.86,1525.04
43156.70833,25.95,24.21,38.86,1524.93
43156.75,26.03,24.33,39.09,1525.27
43156.79167,25.8,24.21,38.75,1524.58
43156.83333,25.57,24.09,38.4,1523.88
43156.875,25.54,24.03,38.29,1523.74
43156.91667,25.45,23.99,38.18,1523.49
43156.95833,25.37,23.95,38.04,1523.22
43157,25.22,24.02,38.04,1522.95
43157.04167,25.1,23.77,37.6,1522.39
43157.08333,24.99,23.84,37.6,1522.16
43157.125,24.7,23.99,37.6,1521.6
43157.16667,24.43,23.98,37.39,1520.93
43157.20833,24.2,23.64,36.74,1519.97
43157.25,24.14,23.3,36.22,1519.44
43157.29167,24.17,23.66,36.74,1519.91
43157.33333,24.29,23.6,36.74,1520.14
43157.375,24.26,23.53,36.64,1520
43157.41667,24.52,23.62,36.95,1520.76
43157.45833,24.75,23.42,36.84,1521.13
43157.5,24.93,23.56,37.16,1521.72
43157.54167,25.13,23.6,37.38,1522.28
43157.58333,25.45,23.51,37.48,1522.97
43157.625,25.69,23.39,37.48,1523.41
43157.66667,25.83,23.39,37.59,1523.77
43157.70833,25.69,23.17,37.15,1523.17
43157.75,25.57,23.15,37.05,1522.87
43157.79167,25.63,23.9,38.18,1523.82
43157.83333,25.45,23.82,37.93,1523.3
43157.875,25.31,23.74,37.71,1522.86
43157.91667,25.16,23.67,37.49,1522.41
43157.95833,24.96,23.54,37.16,1521.77
43158,24.93,23.48,37.05,1521.64
43158.04167,24.81,23.39,36.84,1521.25
43158.08333,24.52,23.02,36.1,1520.11
43158.125,23.82,23.17,35.81,1518.48
43158.16667,23.33,23.44,35.82,1517.48
43158.20833,22.48,23.98,35.94,1515.84
43158.25,21.2,24.41,35.55,1512.81
43158.29167,20.2,24.53,34.97,1510.15
43158.33333,20.05,24.78,35.18,1510.01
43158.375,22.4,23.95,35.83,1515.57
43158.41667,22.13,23.57,35.13,1514.44
43158.45833,22.98,23.4,35.52,1516.52
43158.5,23.44,23.52,36.02,1517.88
43158.54167,23.62,23.35,35.91,1518.15
43158.58333,23.85,23.23,35.91,1518.62
43158.625,24.06,23.05,35.8,1518.94
43158.66667,24.58,22.63,35.59,1519.83
43158.70833,24.9,22.33,35.38,1520.31
43158.75,24.84,22.5,35.58,1520.35
43158.79167,24.46,22.48,35.29,1519.36
43158.83333,24.03,22.63,35.19,1518.41
43158.875,23.88,22.99,35.6,1518.43
43158.91667,23.5,23.19,35.61,1517.67
43158.95833,23.15,23.31,35.51,1516.88
43159,22.98,23.55,35.72,1516.68
43159.04167,22.92,23.29,35.31,1516.24
43159.08333,22.4,23.35,35.02,1514.91
43159.125,21.49,22.98,33.88,1512.02
43159.16667,21.26,22.83,33.51,1511.2
43159.20833,21.23,22.84,33.51,1511.14
43159.25,20.58,22.92,33.15,1509.41
43159.29167,19.88,22.89,32.63,1507.37
43159.33333,20.41,22.46,32.44,1508.4
43159.375,21.14,22.48,32.96,1510.48
43159.41667,21.31,22.45,33.05,1510.94
43159.45833,21.93,22.53,33.59,1512.73
43159.5,22.34,22.88,34.34,1514.22
43159.54167,22.42,22.97,34.53,1514.57
43159.58333,22.75,22.94,34.72,1515.39
43159.625,23.27,22.88,35.01,1516.71
43159.66667,23.5,22.69,34.9,1517.11
43159.70833,23.88,22.56,35,1517.96
43159.75,23.68,22.38,34.6,1517.24
43159.79167,23.47,22.14,34.12,1516.44
43159.83333,23.21,22,33.75,1515.59
43159.875,23.3,22.16,34.03,1516
43159.91667,23.39,22.46,34.51,1516.56
43159.95833,23.33,22.71,34.81,1516.68
43160,23.1,22.9,34.91,1516.28
43160.04167,23.01,23.02,35.01,1516.18
43160.08333,22.95,23.12,35.11,1516.14
43160.125,22.89,22.94,34.82,1515.78
43160.16667,22.75,22.87,34.62,1515.31
43160.20833,22.57,22.68,34.24,1514.63
43160.25,22.54,22.49,33.95,1514.34
43160.29167,22.34,22.32,33.58,1513.6
43160.33333,22.19,22.12,33.21,1512.99
43160.375,22.37,21.7,32.75,1512.99
43160.41667,22.57,21.53,32.66,1513.36
43160.45833,22.89,21.9,33.38,1514.62
43160.5,23.15,21.97,33.66,1515.4
43160.54167,23.36,22.07,33.94,1516.05
43160.58333,23.53,22.11,34.12,1516.56
43160.625,23.74,22.15,34.31,1517.13
43160.66667,24.17,22.06,34.5,1518.17
43160.70833,24.41,21.88,34.4,1518.57
43160.75,24.35,21.84,34.3,1518.37
43160.79167,24.2,21.71,34.02,1517.86
43160.83333,24.29,21.6,33.92,1517.96
43160.875,24.26,21.42,33.64,1517.68
43160.91667,23.79,21.38,33.27,1516.44
43160.95833,23.5,21.39,33.09,1515.69
43161,23.59,21.48,33.28,1516.02
43161.04167,23.53,21.38,33.09,1515.75
43161.08333,23.42,21.44,33.1,1515.51
43161.125,23.33,21.41,33.01,1515.25
43161.16667,23.04,21.43,32.83,1514.49
43161.20833,22.57,21.47,32.57,1513.29
43161.25,22.05,21.41,32.14,1511.79
43161.29167,21.34,21.19,31.38,1509.61
43161.33333,20.49,20.94,30.5,1506.93
43161.375,20.29,20.93,30.34,1506.32
43161.41667,20.49,20.88,30.42,1506.86
